user_id,user_risk_score,user_region,strategy_id,outcome
U01932,0.42,south,S0047,0
U02747,0.74,east,S0071,0
U01137,0.84,central,S0019,1
U01767,0.86,overseas,S0026,1
U02361,0.05,south,S0120,1
U00909,0.85,central,S0030,0
U01177,0.0,east,S0107,1
U00702,0.51,central,S0033,0
U03199,0.71,west,S0097,0
U02926,0.8,overseas,S0019,0
U02724,0.14,east,S0052,0
U03807,0.84,south,S0045,0
U03750,0.08,south,S0021,0
U04223,0.64,west,S0053,1
U00392,0.8,north,S0026,0
U03603,0.82,south,S0029,1
U04254,0.03,west,S0119,0
U01479,0.5,north,S0059,1
U04937,0.75,west,S0016,0
U02889,0.83,overseas,S0084,1
U03328,0.64,overseas,S0042,1
U04978,0.83,south,S0037,1
U03137,0.71,south,S0025,1
U00630,0.56,west,S0058,1
U00930,0.07,central,S0116,1
U02133,0.76,central,S0029,1
U01112,0.84,overseas,S0019,0
U02619,0.91,central,S0023,0
U01427,0.85,north,S0089,0
U04048,0.22,east,S0116,1
U00707,0.16,overseas,S0074,1
U03355,0.72,east,S0029,1
U04239,0.66,central,S0012,0
U01058,0.67,north,S0114,1
U01349,0.37,south,S0114,0
U00647,0.25,central,S0100,1
U00766,0.45,central,S0080,0
U04958,0.68,north,S0082,1
U04725,0.08,central,S0082,1
U04470,0.38,west,S0106,1
U00598,0.75,west,S0022,1
U01177,0.62,overseas,S0103,0
U01072,0.85,north,S0029,1
U03684,0.04,east,S0040,1
U01309,0.98,overseas,S0021,0
U04217,0.66,west,S0066,0
U01973,0.14,north,S0119,0
U03856,0.0,north,S0097,0
U03304,0.52,central,S0024,0
U00603,0.54,central,S0080,0
U00974,0.04,east,S0062,1
U02996,0.76,central,S0016,1
U01123,0.94,central,S0031,0
U01146,0.58,south,S0080,0
U02452,0.55,central,S0037,1
U00137,0.6,west,S0002,0
U02176,0.93,central,S0040,1
U03936,0.25,central,S0065,1
U01985,0.38,north,S0109,1
U01241,0.46,central,S0111,0
U00511,0.86,central,S0037,1
U03087,0.45,central,S0063,0
U02166,0.76,south,S0023,1
U02439,0.91,overseas,S0025,1
U04592,0.94,east,S0031,0
U03111,0.82,east,S0090,0
U02357,0.72,west,S0040,0
U01656,0.78,central,S0021,1
U04808,0.02,central,S0095,1
U03386,0.54,overseas,S0081,0
U01294,0.68,west,S0013,0
U02354,0.59,north,S0015,0
U00306,0.75,south,S0043,0
U03253,0.76,overseas,S0099,0
U00076,0.24,east,S0115,1
U01100,0.84,south,S0062,1
U03760,0.92,north,S0023,0
U01583,0.34,west,S0073,1
U03284,0.76,south,S0022,1
U03143,0.3,east,S0117,1
U02946,0.72,north,S0021,1
U04117,0.97,east,S0037,0
U02417,0.47,south,S0030,0
U04963,0.61,west,S0094,0
U04881,0.72,west,S0025,1
U04622,0.33,central,S0115,1
U02688,0.83,overseas,S0031,0
U04181,0.42,south,S0030,0
U04578,0.64,overseas,S0057,0
U01786,0.41,east,S0035,0
U00566,0.84,east,S0021,0
U03444,0.67,west,S0105,0
U04418,0.34,north,S0115,1
U01044,0.77,north,S0023,1
U04461,0.51,south,S0063,1
U01545,0.92,north,S0037,1
U00129,0.03,central,S0119,1
U00399,0.02,west,S0094,0
U00463,0.4,south,S0077,1
U04899,0.95,south,S0021,0
U04271,0.12,north,S0118,0
U01435,0.83,west,S0025,0
U03123,0.8,west,S0023,1
U04407,0.65,east,S0090,0
U00473,0.69,central,S0025,1
U01666,0.42,west,S0086,0
U01561,0.15,central,S0045,1
U04814,0.87,west,S0025,1
U00126,0.08,overseas,S0111,0
U04952,0.82,south,S0023,1
U04372,0.79,east,S0029,1
U03847,0.8,south,S0026,1
U01813,0.7,central,S0118,0
U02419,0.13,west,S0096,1
U02766,0.33,overseas,S0072,1
U02886,0.29,west,S0115,0
U00482,0.65,north,S0084,0
U03379,0.25,north,S0041,1
U03736,0.59,overseas,S0111,0
U00129,0.22,north,S0098,1
U02349,0.33,overseas,S0092,1
U00790,0.47,central,S0023,1
U03252,0.38,west,S0095,1
U00661,0.96,north,S0026,1
U03900,0.0,south,S0108,1
U02714,0.66,north,S0083,1
U04644,0.41,north,S0018,0
U04617,0.75,east,S0022,0
U03263,0.79,central,S0026,0
U04429,0.63,south,S0086,0
U02834,0.17,north,S0120,0
U03250,0.8,overseas,S0029,1
U02915,0.51,south,S0025,1
U02420,0.91,north,S0026,0
U01264,0.8,north,S0023,1
U02210,0.03,west,S0116,1
U00847,0.14,north,S0101,0
U00102,0.16,north,S0076,0
U01989,0.45,west,S0058,1
U04040,0.07,east,S0111,0
U02959,0.1,overseas,S0120,1
U00877,0.0,west,S0120,1
U02700,0.53,overseas,S0089,1
U04942,0.76,east,S0026,0
U02388,0.89,central,S0025,1
U03219,0.68,south,S0035,1
U04507,0.29,overseas,S0099,0
U00567,0.94,west,S0021,0
U01983,0.06,west,S0045,1
U04899,0.52,central,S0107,0
U02946,0.94,central,S0019,1
U02034,0.81,overseas,S0031,0
U03274,0.8,west,S0019,1
U04184,0.87,overseas,S0029,1
U03794,0.88,central,S0016,1
U02421,0.69,north,S0090,1
U02811,0.46,west,S0047,1
U03707,0.49,overseas,S0062,0
U01347,0.92,central,S0021,1
U03493,0.77,west,S0021,0
U03541,0.62,south,S0028,1
U01760,0.3,north,S0115,1
U02671,0.05,overseas,S0034,0
U02568,0.58,central,S0063,0
U01414,0.91,east,S0078,1
U01098,0.47,north,S0050,0
U03427,0.57,west,S0075,0
U01420,0.55,south,S0069,0
U02942,0.85,south,S0076,0
U04055,0.55,overseas,S0112,1
U04632,0.3,east,S0095,1
U01378,0.87,west,S0019,0
U02195,0.95,east,S0016,0
U03616,0.7,north,S0016,1
U00265,0.5,north,S0008,0
U01942,0.3,overseas,S0120,1
U01360,0.94,south,S0077,0
U02303,0.45,overseas,S0077,1
U04215,0.9,north,S0026,0
U02272,0.74,south,S0040,1
U02028,0.9,west,S0037,1
U03394,0.42,north,S0018,0
U03024,0.55,central,S0046,0
U03756,0.91,north,S0026,1
U03520,0.85,east,S0062,0
U01070,0.55,east,S0084,1
U03765,0.37,south,S0081,0
U03505,0.28,south,S0020,1
U02245,0.14,north,S0091,1
U02503,0.93,west,S0040,1
U01749,0.44,south,S0029,1
U02815,1.0,west,S0029,1
U03139,0.32,north,S0100,1
U01091,0.9,north,S0016,0
U01345,0.62,overseas,S0027,0
U03625,0.73,north,S0019,0
U03146,0.53,south,S0046,1
U04924,0.88,overseas,S0037,0
U01684,0.55,overseas,S0044,0
U01961,0.43,west,S0005,0
U00099,0.98,south,S0031,1
U04476,0.93,north,S0019,1
U01768,0.02,west,S0113,0
U03470,0.72,central,S0021,1
U02539,0.37,south,S0106,1
U00542,0.53,south,S0046,0
U00951,0.58,east,S0012,1
U01125,0.75,east,S0040,1
U03047,0.31,east,S0048,0
U00241,0.53,central,S0077,0
U04065,0.51,west,S0091,0
U02090,0.97,overseas,S0022,0
U00022,0.35,south,S0104,1
U01230,0.38,north,S0107,1
U02034,0.62,east,S0117,0
U04113,0.72,south,S0043,0
U00565,0.96,east,S0030,1
U03023,0.23,east,S0056,1
U04848,1.0,south,S0030,0
U02009,0.37,north,S0103,1
U00079,0.7,overseas,S0060,1
U04341,0.83,north,S0090,0
U00763,0.09,central,S0104,1
U00696,0.55,overseas,S0085,0
U00511,0.69,south,S0061,0
U03220,0.92,east,S0022,1
U01661,0.31,north,S0091,1
U02573,0.56,south,S0030,1
U00983,0.32,east,S0079,1
U02686,0.28,east,S0084,1
U02132,0.75,west,S0076,0
U02047,0.04,south,S0084,0
U01821,0.33,east,S0046,1
U02121,0.72,north,S0037,1
U01056,0.34,east,S0110,1
U04702,0.62,west,S0068,1
U01759,0.78,west,S0043,0
U02014,0.85,central,S0019,1
U01125,0.59,central,S0075,0
U03134,0.81,central,S0025,0
U04116,0.48,north,S0055,1
U02302,0.4,central,S0118,0
U01308,0.26,east,S0084,0
U01798,0.69,west,S0052,1
U04854,0.62,east,S0082,0
U02881,0.87,central,S0072,0
U01439,0.43,south,S0002,0
U00006,0.58,south,S0052,0
U02651,0.06,overseas,S0008,0
U02990,0.81,overseas,S0019,1
U02643,0.06,west,S0072,1
U01428,0.87,central,S0022,0
U01437,0.62,east,S0041,0
U04693,0.7,central,S0079,1
U01810,0.73,west,S0040,1
U02842,0.75,north,S0062,0
U02173,0.28,east,S0087,0
U00395,0.62,south,S0112,0
U02878,0.43,west,S0117,0
U01848,0.03,north,S0101,1
U00858,0.07,west,S0085,1
U00763,0.7,west,S0028,0
U01352,0.83,north,S0022,0
U03353,0.92,overseas,S0037,1
U01946,0.16,central,S0050,1
U00032,0.49,overseas,S0031,1
U00211,0.26,north,S0088,1
U03257,0.67,east,S0075,1
U03040,0.81,west,S0029,1
U01854,0.87,south,S0037,1
U02817,0.82,central,S0016,0
U04281,0.56,west,S0016,0
U00647,0.66,north,S0034,0
U01208,0.3,south,S0011,0
U01579,0.17,overseas,S0090,0
U02113,0.62,north,S0076,1
U02672,0.86,north,S0031,0
U03438,0.06,central,S0087,0
U04610,0.94,central,S0067,0
U03978,0.54,south,S0050,0
U03291,0.36,east,S0044,0
U02201,0.71,east,S0029,0
U00805,0.77,east,S0109,0
U02629,0.17,overseas,S0109,1
U03336,0.93,east,S0073,0
U00538,0.55,south,S0114,0
U00238,0.35,south,S0056,1
U00415,0.91,east,S0029,0
U01015,0.77,west,S0021,0
U03888,0.5,south,S0097,0
U00741,0.15,south,S0014,0
U01845,0.78,west,S0037,1
U01084,0.88,north,S0031,0
U02503,0.91,east,S0026,0
U03761,0.19,overseas,S0120,1
U00839,0.4,east,S0119,1
U02446,0.84,east,S0101,0
U02140,0.99,overseas,S0021,0
U01969,0.94,central,S0025,0
U00209,1.0,east,S0066,0
U00290,0.7,south,S0055,0
U03898,0.9,central,S0021,0
U04574,0.04,south,S0076,0
U01500,0.97,overseas,S0025,1
U02516,0.67,east,S0059,1
U00965,0.66,central,S0040,1
U01594,0.66,west,S0027,1
U01236,0.08,west,S0030,1
U01478,0.85,overseas,S0101,0
U00039,0.46,south,S0011,0
U00722,0.17,west,S0111,1
U00310,0.62,north,S0114,1
U00034,0.77,overseas,S0060,1
U03143,0.49,north,S0100,0
U03735,0.88,east,S0037,0
U02808,0.85,south,S0026,1
U01838,0.74,overseas,S0030,1
U03004,0.94,west,S0057,0
U00399,0.41,north,S0002,1
U00949,0.51,central,S0050,1
U00077,0.6,overseas,S0040,0
U01124,0.67,central,S0008,1
U00871,0.58,east,S0093,0
U03357,0.02,west,S0031,1
U00023,0.04,north,S0072,1
U00738,0.72,overseas,S0023,0
U03742,0.79,west,S0021,0
U02381,0.6,west,S0007,0
U00376,0.06,overseas,S0103,0
U02198,0.73,east,S0026,1
U03740,0.15,west,S0051,1
U00481,0.95,north,S0031,0
U04661,0.75,west,S0031,1
U01071,0.55,west,S0005,1
U02575,0.35,central,S0077,0
U01835,0.9,east,S0040,0
U00781,0.62,west,S0065,1
U04574,0.88,north,S0021,0
U03845,0.96,north,S0025,1
U02279,0.09,overseas,S0096,1
U03639,0.83,west,S0019,0
U00146,0.16,central,S0086,0
U02496,0.87,overseas,S0025,1
U00445,0.95,east,S0031,0
U02977,0.73,overseas,S0025,1
U02392,0.51,north,S0051,1
U03353,0.24,south,S0106,1
U01562,0.73,west,S0037,0
U04824,0.36,west,S0073,1
U04087,0.29,central,S0038,1
U04165,0.97,overseas,S0040,0
U00849,0.58,east,S0025,0
U04989,0.93,east,S0025,0
U03710,0.74,central,S0040,0
U04488,0.91,central,S0022,1
U02381,0.98,south,S0092,0
U02641,0.93,central,S0031,0
U03420,0.97,central,S0026,0
U04283,0.15,north,S0053,1
U01319,0.91,south,S0059,1
U04434,0.33,north,S0076,0
U04598,0.55,overseas,S0044,0
U03175,0.64,overseas,S0076,1
U02059,0.35,west,S0064,0
U04478,0.76,overseas,S0099,0
U00611,0.07,central,S0083,1
U04560,0.06,east,S0110,0
U01269,0.37,central,S0120,0
U02468,0.57,east,S0061,0
U01507,0.64,south,S0035,0
U02863,0.09,east,S0099,1
U04346,0.57,overseas,S0063,1
U01998,0.9,east,S0019,1
U04426,0.71,central,S0064,0
U04168,0.41,overseas,S0073,1
U00787,0.38,central,S0085,1
U01747,0.83,north,S0040,0
U03566,0.98,overseas,S0016,1
U02718,0.03,south,S0076,1
U01865,0.82,west,S0026,1
U03191,0.86,overseas,S0019,0
U04798,0.34,east,S0007,1
U02469,0.78,west,S0037,1
U01281,0.44,west,S0115,1
U01181,0.35,overseas,S0041,1
U04548,0.02,central,S0115,1
U00698,0.62,overseas,S0067,0
U04199,0.07,central,S0053,1
U04648,0.96,central,S0030,1
U00552,0.08,central,S0102,1
U01922,0.25,south,S0109,1
U02505,0.75,central,S0025,0
U01382,0.1,south,S0068,1
U02945,0.29,west,S0103,0
U03990,0.45,central,S0058,0
U01147,0.76,overseas,S0045,0
U00153,0.89,central,S0031,1
U00301,0.56,central,S0010,1
U01830,0.88,east,S0030,0
U03251,0.4,south,S0080,0
U04212,0.06,central,S0010,0
U03961,0.71,west,S0023,1
U00351,0.86,east,S0029,0
U00327,0.8,overseas,S0098,0
U02158,0.57,west,S0024,0
U00638,0.51,south,S0023,0
U02827,0.54,central,S0049,1
U01885,0.26,south,S0091,1
U00970,0.82,east,S0029,0
U03925,0.06,west,S0083,1
U04853,0.25,north,S0010,1
U02116,0.85,west,S0031,0
U02323,0.76,central,S0111,0
U03366,0.94,south,S0030,1
U02808,0.88,north,S0026,1
U00136,0.34,central,S0050,1
U01454,0.58,north,S0115,0
U00963,0.26,central,S0081,0
U03535,0.51,north,S0028,1
U03950,0.81,central,S0077,1
U01097,0.31,north,S0115,1
U01549,0.3,north,S0088,1
U03073,0.91,east,S0019,1
U04796,0.34,west,S0120,1
U03256,0.82,central,S0025,0
U03963,0.12,east,S0066,0
U00976,0.83,overseas,S0047,1
U03282,0.94,central,S0040,1
U03188,0.7,north,S0111,0
U03567,0.11,east,S0083,0
U03283,0.86,overseas,S0084,0
U01436,0.83,south,S0074,0
U00276,0.85,overseas,S0021,0
U02947,0.0,south,S0098,0
U02893,0.82,south,S0040,0
U00739,0.62,central,S0103,1
U02266,0.39,west,S0037,1
U01434,0.43,north,S0022,0
U04205,0.96,central,S0029,0
U04614,0.47,east,S0110,0
U04808,0.84,east,S0037,0
U01806,0.77,east,S0025,1
U00080,0.78,east,S0037,0
U02802,0.37,west,S0094,0
U02205,0.3,south,S0093,1
U01983,0.76,south,S0080,0
U00874,0.03,overseas,S0081,0
U04436,0.95,east,S0029,0
U04707,0.85,central,S0022,0
U01051,0.32,west,S0003,1
U03226,0.93,west,S0114,0
U00069,0.08,central,S0104,1
U02128,0.11,east,S0120,1
U01507,0.46,overseas,S0104,0
U02291,0.57,central,S0007,0
U01932,0.66,south,S0050,1
U00080,0.2,overseas,S0101,0
U02458,0.34,north,S0091,1
U02084,0.59,west,S0017,1
U04591,0.64,east,S0048,1
U04961,0.23,overseas,S0099,1
U04182,0.62,north,S0059,1
U01187,0.89,east,S0031,0
U00585,0.14,east,S0099,0
U04960,0.78,west,S0025,0
U04268,0.82,south,S0049,0
U02062,0.91,north,S0026,1
U00523,0.84,north,S0026,1
U00682,0.25,north,S0065,1
U02027,0.83,south,S0021,1
U02924,0.8,west,S0030,0
U04494,0.69,overseas,S0038,0
U04621,0.59,central,S0063,1
U01861,0.83,east,S0021,1
U00001,0.63,south,S0071,0
U04030,0.84,north,S0023,0
U00060,0.46,central,S0016,1
U03193,0.77,north,S0022,0
U02228,0.3,east,S0085,1
U02373,0.18,west,S0120,1
U02627,0.02,central,S0087,1
U01025,0.92,south,S0016,0
U02801,0.64,west,S0110,0
U00260,0.65,south,S0066,1
U03852,0.36,east,S0041,1
U02040,0.69,south,S0003,1
U00770,0.69,west,S0060,0
U01300,0.71,central,S0023,1
U02448,0.36,overseas,S0088,1
U03557,0.45,east,S0026,0
U00074,0.87,overseas,S0031,1
U00734,0.2,overseas,S0044,1
U01261,0.94,south,S0025,0
U02846,0.83,south,S0026,1
U01104,0.02,overseas,S0099,1
U04015,0.07,east,S0110,1
U04905,0.87,north,S0029,1
U02158,0.54,overseas,S0012,0
U02983,0.77,overseas,S0030,0
U01556,0.55,central,S0059,1
U02639,0.21,north,S0089,1
U00257,0.19,north,S0105,1
U04308,0.88,north,S0031,0
U00108,0.76,west,S0046,0
U00498,0.62,west,S0084,0
U02178,0.62,east,S0054,0
U00796,0.09,west,S0114,1
U04670,0.75,overseas,S0040,1
U04724,0.54,overseas,S0007,1
U01478,0.55,overseas,S0079,1
U02887,0.87,east,S0067,0
U03528,0.8,south,S0022,1
U04508,0.78,west,S0026,1
U00284,0.88,central,S0023,1
U01818,0.13,overseas,S0076,1
U04675,0.75,north,S0021,1
U03008,0.77,east,S0046,0
U04662,0.92,overseas,S0029,1
U04721,0.73,overseas,S0040,0
U03126,0.02,east,S0108,1
U00988,0.77,overseas,S0041,0
U03134,0.21,east,S0090,1
U01809,0.27,west,S0039,1
U00738,0.12,west,S0102,1
U04682,0.86,east,S0030,1
U01069,0.84,south,S0037,0
U04598,0.92,south,S0023,0
U02650,0.87,north,S0026,1
U01561,0.58,north,S0091,0
U03623,0.83,south,S0025,1
U00703,0.02,central,S0019,1
U00912,0.54,east,S0075,1
U04477,0.48,west,S0010,0
U00151,0.67,central,S0051,1
U01645,0.89,north,S0016,1
U02223,0.97,east,S0042,0
U03167,0.15,overseas,S0101,1
U04892,0.46,central,S0116,0
U00177,0.37,east,S0106,0
U00151,0.51,overseas,S0073,1
U00508,0.96,north,S0058,1
U02800,0.9,north,S0030,0
U01864,0.57,west,S0119,1
U04442,0.26,central,S0093,0
U02532,0.97,south,S0021,0
U04628,0.8,central,S0040,1
U02602,0.74,north,S0026,0
U02486,0.68,overseas,S0098,1
U01540,0.07,central,S0079,1
U01892,0.47,north,S0071,1
U04954,0.59,south,S0112,0
U01342,0.01,north,S0027,1
U01662,0.72,west,S0072,0
U03749,0.83,north,S0026,0
U03229,0.92,central,S0037,0
U00316,0.54,north,S0096,0
U03241,0.71,west,S0037,0
U01556,0.16,east,S0059,1
U03461,0.37,overseas,S0090,1
U03701,0.2,south,S0075,1
U03388,0.41,west,S0013,0
U00739,0.28,overseas,S0048,1
U03682,0.73,overseas,S0030,0
U01310,0.51,south,S0117,0
U01230,0.06,overseas,S0100,1
U03656,0.07,south,S0001,0
U02074,0.2,west,S0081,1
U04043,0.24,west,S0109,1
U04917,0.35,east,S0076,0
U01701,0.06,overseas,S0090,0
U04736,0.79,north,S0026,0
U01322,0.88,overseas,S0031,0
U01454,0.92,east,S0046,0
U02645,0.51,north,S0116,1
U03857,0.28,east,S0107,1
U01713,0.73,overseas,S0114,0
U03963,0.88,overseas,S0031,0
U02128,0.7,east,S0120,0
U04258,0.85,south,S0055,0
U01586,0.01,overseas,S0054,0
U03397,0.5,central,S0094,1
U01649,0.78,north,S0030,0
U00051,0.13,west,S0080,0
U01439,0.33,overseas,S0111,0
U01113,0.59,central,S0110,0
U03392,0.72,central,S0040,0
U04549,0.46,overseas,S0063,1
U01224,0.01,west,S0051,1
U03192,0.05,east,S0061,0
U02225,0.55,south,S0060,1
U02477,0.15,north,S0046,1
U00205,0.97,south,S0029,0
U04290,0.5,north,S0114,0
U01088,0.01,west,S0074,1
U02548,0.91,central,S0062,0
U00378,0.31,overseas,S0117,0
U01720,0.46,east,S0029,0
U02234,0.11,north,S0036,1
U01693,0.56,east,S0059,0
U01404,0.25,east,S0084,1
U03857,0.72,west,S0026,1
U04884,0.89,overseas,S0031,1
U02723,0.91,overseas,S0046,0
U03815,0.43,overseas,S0030,1
U03813,0.68,south,S0120,1
U02978,0.61,overseas,S0061,1
U00248,0.05,west,S0091,1
U02856,0.74,north,S0040,0
U02670,0.42,east,S0026,0
U01955,0.86,west,S0025,1
U04842,0.69,central,S0115,0
U01418,0.72,overseas,S0029,1
U04884,0.57,west,S0066,1
U00891,0.88,west,S0037,0
U00742,0.06,central,S0001,0
U01223,0.49,central,S0013,1
U02594,0.32,overseas,S0108,0
U02821,0.87,central,S0106,0
U02410,0.36,north,S0116,0
U02943,0.11,north,S0118,1
U02607,0.82,west,S0037,1
U01140,0.15,east,S0050,1
U01029,0.03,north,S0112,1
U01113,0.26,west,S0039,0
U01473,0.53,west,S0055,1
U04953,0.2,overseas,S0113,1
U04475,0.41,north,S0024,1
U03945,0.72,overseas,S0023,1
U00641,0.58,south,S0005,0
U04418,0.79,north,S0075,0
U03841,0.67,central,S0027,1
U02414,0.01,central,S0077,1
U03877,0.57,overseas,S0120,1
U03972,0.2,east,S0120,1
U02105,0.04,south,S0010,0
U03030,0.78,overseas,S0021,0
U00272,0.43,south,S0010,0
U03383,0.77,west,S0021,1
U02827,0.11,north,S0110,1
U02469,0.68,central,S0065,1
U01190,0.53,east,S0109,0
U02587,0.9,north,S0030,0
U03538,0.9,east,S0023,0
U02092,0.82,overseas,S0040,0
U01597,0.6,south,S0041,0
U00557,0.04,north,S0063,1
U02321,0.01,central,S0119,1
U01777,0.89,overseas,S0086,0
U01065,0.63,overseas,S0012,0
U01510,0.19,north,S0058,0
U02650,0.31,east,S0065,1
U00493,0.33,south,S0112,0
U01644,0.75,west,S0030,0
U01790,0.73,west,S0019,1
U00577,0.48,west,S0072,1
U00008,0.9,east,S0025,0
U04708,0.28,west,S0106,0
