time,city,latitude,longitude,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,wind_speed_10m
2019-10-05T03:00,上海,31.2304,121.4737,22.4,95,0.0,0.0,1,14.0
2019-10-05T04:00,上海,31.2304,121.4737,22.4,94,0.0,0.0,1,15.0
2019-10-05T05:00,上海,31.2304,121.4737,22.1,94,0.0,0.0,1,14.7
2019-10-05T06:00,上海,31.2304,121.4737,22.0,93,0.0,0.0,1,14.5
2019-10-05T07:00,上海,31.2304,121.4737,22.4,85,0.0,0.0,0,15.1
2019-10-05T08:00,上海,31.2304,121.4737,23.4,76,0.0,0.0,1,17.7
2019-10-05T09:00,上海,31.2304,121.4737,24.0,74,0.0,0.0,1,17.9
2019-10-05T10:00,上海,31.2304,121.4737,24.4,72,0.0,0.0,1,18.9
2019-10-05T11:00,上海,31.2304,121.4737,24.8,70,0.0,0.0,2,21.4
2019-10-05T12:00,上海,31.2304,121.4737,23.8,77,0.1,0.1,51,23.4
2019-10-05T13:00,上海,31.2304,121.4737,23.2,79,0.1,0.1,51,22.2
2019-10-05T14:00,上海,31.2304,121.4737,22.5,83,0.1,0.1,51,20.8
2019-10-05T15:00,上海,31.2304,121.4737,21.6,85,0.1,0.1,51,21.6
2019-10-05T16:00,上海,31.2304,121.4737,21.4,85,0.1,0.1,51,24.0
2019-10-05T17:00,上海,31.2304,121.4737,20.9,85,0.0,0.0,3,20.9
2019-10-05T18:00,上海,31.2304,121.4737,20.4,83,0.0,0.0,3,18.6
2019-10-05T19:00,上海,31.2304,121.4737,20.0,82,0.0,0.0,3,18.3
2019-10-05T20:00,上海,31.2304,121.4737,20.0,81,0.0,0.0,2,12.0
2019-10-05T21:00,上海,31.2304,121.4737,19.8,81,0.0,0.0,3,11.9
2019-10-05T22:00,上海,31.2304,121.4737,19.7,80,0.0,0.0,3,14.1
2019-10-05T23:00,上海,31.2304,121.4737,19.4,80,0.0,0.0,2,14.3
2019-10-06T00:00,上海,31.2304,121.4737,19.2,78,0.0,0.0,2,14.6
2019-10-06T01:00,上海,31.2304,121.4737,19.1,78,0.0,0.0,1,12.9
2019-10-06T02:00,上海,31.2304,121.4737,18.9,79,0.0,0.0,3,12.6
2019-10-06T03:00,上海,31.2304,121.4737,19.0,79,0.0,0.0,3,10.0
2019-10-06T04:00,上海,31.2304,121.4737,18.9,80,0.0,0.0,1,11.1
2019-10-06T05:00,上海,31.2304,121.4737,18.8,80,0.0,0.0,2,12.4
2019-10-06T06:00,上海,31.2304,121.4737,18.9,79,0.0,0.0,2,11.8
2019-10-06T07:00,上海,31.2304,121.4737,19.7,76,0.0,0.0,3,10.6
2019-10-06T08:00,上海,31.2304,121.4737,21.0,67,0.0,0.0,3,13.0
2019-10-06T09:00,上海,31.2304,121.4737,21.7,65,0.0,0.0,1,12.5
2019-10-06T10:00,上海,31.2304,121.4737,22.6,61,0.0,0.0,3,10.8
2019-10-06T11:00,上海,31.2304,121.4737,23.1,59,0.0,0.0,3,10.3
2019-10-06T12:00,上海,31.2304,121.4737,23.2,59,0.0,0.0,3,10.5
2019-10-06T13:00,上海,31.2304,121.4737,23.7,58,0.0,0.0,2,9.7
2019-10-06T14:00,上海,31.2304,121.4737,23.9,57,0.0,0.0,1,8.7
2019-10-06T15:00,上海,31.2304,121.4737,24.0,55,0.0,0.0,0,7.3
2019-10-06T16:00,上海,31.2304,121.4737,23.9,57,0.0,0.0,0,9.1
2019-10-06T17:00,上海,31.2304,121.4737,21.5,71,0.0,0.0,0,12.6
2019-10-06T18:00,上海,31.2304,121.4737,19.8,77,0.0,0.0,0,11.4
2019-10-06T19:00,上海,31.2304,121.4737,19.7,79,0.0,0.0,1,9.6
2019-10-06T20:00,上海,31.2304,121.4737,19.4,83,0.0,0.0,1,5.8
2019-10-06T21:00,上海,31.2304,121.4737,19.1,86,0.0,0.0,2,4.8
2019-10-06T22:00,上海,31.2304,121.4737,19.0,86,0.0,0.0,2,5.5
2019-10-06T23:00,上海,31.2304,121.4737,18.8,87,0.0,0.0,0,4.8
2019-10-07T00:00,上海,31.2304,121.4737,18.4,88,0.0,0.0,0,5.1
2019-10-07T01:00,上海,31.2304,121.4737,18.0,89,0.0,0.0,1,5.4
2019-10-07T02:00,上海,31.2304,121.4737,17.8,91,0.0,0.0,1,4.6
2019-10-07T03:00,上海,31.2304,121.4737,17.6,92,0.0,0.0,1,3.3
2019-10-07T04:00,上海,31.2304,121.4737,17.8,90,0.0,0.0,3,4.7
2019-10-07T05:00,上海,31.2304,121.4737,17.9,89,0.0,0.0,1,5.4
2019-10-07T06:00,上海,31.2304,121.4737,17.9,89,0.0,0.0,0,5.0
2019-10-07T07:00,上海,31.2304,121.4737,19.0,84,0.0,0.0,1,1.3
2019-10-07T08:00,上海,31.2304,121.4737,21.4,75,0.0,0.0,1,1.9
2019-10-07T09:00,上海,31.2304,121.4737,22.9,73,0.0,0.0,2,4.3
2019-10-07T10:00,上海,31.2304,121.4737,24.0,71,0.0,0.0,2,6.9
2019-10-07T11:00,上海,31.2304,121.4737,24.9,70,0.0,0.0,3,12.8
2019-10-07T12:00,上海,31.2304,121.4737,23.7,75,0.0,0.0,3,16.4
2019-10-07T13:00,上海,31.2304,121.4737,22.5,80,0.0,0.0,3,15.0
2019-10-07T14:00,上海,31.2304,121.4737,22.3,80,0.0,0.0,3,13.8
2019-10-07T15:00,上海,31.2304,121.4737,22.6,79,0.0,0.0,3,12.0
2019-10-07T16:00,上海,31.2304,121.4737,22.4,79,0.0,0.0,3,13.6
2019-10-07T17:00,上海,31.2304,121.4737,21.5,80,0.0,0.0,3,11.7
2019-10-07T18:00,上海,31.2304,121.4737,20.4,84,0.0,0.0,3,7.7
2019-10-07T19:00,上海,31.2304,121.4737,19.5,86,0.0,0.0,3,7.9
2019-10-07T20:00,上海,31.2304,121.4737,19.6,82,0.0,0.0,3,11.8
2019-10-07T21:00,上海,31.2304,121.4737,18.9,82,0.0,0.0,2,12.3
2019-10-07T22:00,上海,31.2304,121.4737,18.2,82,0.0,0.0,3,11.8
2019-10-07T23:00,上海,31.2304,121.4737,17.9,82,0.0,0.0,3,12.2
2019-10-08T00:00,上海,31.2304,121.4737,17.3,84,0.0,0.0,3,12.8
2019-10-08T01:00,上海,31.2304,121.4737,16.8,88,0.0,0.0,3,11.5
2019-10-08T02:00,上海,31.2304,121.4737,16.2,90,0.0,0.0,3,10.5
2019-10-08T03:00,上海,31.2304,121.4737,15.9,90,0.0,0.0,3,11.3
2019-10-08T04:00,上海,31.2304,121.4737,15.9,91,0.0,0.0,3,11.1
2019-10-08T05:00,上海,31.2304,121.4737,15.9,91,0.0,0.0,3,10.3
2019-10-08T06:00,上海,31.2304,121.4737,15.9,90,0.0,0.0,3,11.0
2019-10-08T07:00,上海,31.2304,121.4737,16.5,86,0.0,0.0,2,10.9
2019-10-08T08:00,上海,31.2304,121.4737,17.0,82,0.0,0.0,1,13.3
2019-10-08T09:00,上海,31.2304,121.4737,18.5,77,0.0,0.0,3,13.5
2019-10-08T10:00,上海,31.2304,121.4737,19.0,75,0.0,0.0,3,12.7
2019-10-08T11:00,上海,31.2304,121.4737,19.2,73,0.0,0.0,3,11.9
2019-10-08T12:00,上海,31.2304,121.4737,19.9,71,0.0,0.0,3,12.1
2019-10-08T13:00,上海,31.2304,121.4737,20.4,70,0.0,0.0,2,12.9
2019-10-08T14:00,上海,31.2304,121.4737,20.1,70,0.0,0.0,3,12.8
2019-10-08T15:00,上海,31.2304,121.4737,20.4,70,0.0,0.0,3,11.9
2019-10-08T16:00,上海,31.2304,121.4737,20.0,77,0.0,0.0,3,10.2
2019-10-08T17:00,上海,31.2304,121.4737,19.6,85,0.0,0.0,3,7.6
2019-10-08T18:00,上海,31.2304,121.4737,19.4,88,0.0,0.0,3,5.6
2019-10-08T19:00,上海,31.2304,121.4737,18.7,91,0.0,0.0,0,5.7
2019-10-08T20:00,上海,31.2304,121.4737,17.1,94,0.0,0.0,1,7.6
2019-10-08T21:00,上海,31.2304,121.4737,17.0,94,0.0,0.0,0,6.8
2019-10-08T22:00,上海,31.2304,121.4737,16.4,96,0.0,0.0,0,7.7
2019-10-08T23:00,上海,31.2304,121.4737,16.5,95,0.0,0.0,0,7.1
2019-10-09T00:00,上海,31.2304,121.4737,16.5,94,0.0,0.0,0,7.1
2019-10-09T01:00,上海,31.2304,121.4737,16.6,92,0.0,0.0,0,8.0
2019-10-09T02:00,上海,31.2304,121.4737,16.5,91,0.0,0.0,0,8.1
2019-10-09T03:00,上海,31.2304,121.4737,16.2,91,0.0,0.0,0,7.2
2019-10-09T04:00,上海,31.2304,121.4737,16.5,91,0.0,0.0,1,8.6
2019-10-09T05:00,上海,31.2304,121.4737,17.2,92,0.0,0.0,1,8.4
2019-10-09T06:00,上海,31.2304,121.4737,18.1,86,0.0,0.0,1,10.2
2019-10-09T07:00,上海,31.2304,121.4737,19.4,80,0.0,0.0,1,11.4
2019-10-09T08:00,上海,31.2304,121.4737,20.8,73,0.0,0.0,1,14.8
2019-10-09T09:00,上海,31.2304,121.4737,21.6,68,0.0,0.0,1,14.6
2019-10-09T10:00,上海,31.2304,121.4737,22.2,65,0.0,0.0,0,13.6
2019-10-09T11:00,上海,31.2304,121.4737,22.6,63,0.0,0.0,0,13.5
2019-10-09T12:00,上海,31.2304,121.4737,22.7,62,0.0,0.0,1,11.8
2019-10-09T13:00,上海,31.2304,121.4737,22.7,61,0.0,0.0,1,10.8
2019-10-09T14:00,上海,31.2304,121.4737,22.2,60,0.0,0.0,0,13.0
2019-10-09T15:00,上海,31.2304,121.4737,22.0,60,0.0,0.0,1,13.3
2019-10-09T16:00,上海,31.2304,121.4737,21.5,61,0.0,0.0,0,13.5
2019-10-09T17:00,上海,31.2304,121.4737,20.3,70,0.0,0.0,1,10.1
2019-10-09T18:00,上海,31.2304,121.4737,19.0,77,0.0,0.0,1,8.3
2019-10-09T19:00,上海,31.2304,121.4737,18.5,78,0.0,0.0,2,8.0
2019-10-09T20:00,上海,31.2304,121.4737,18.9,78,0.0,0.0,2,7.3
2019-10-09T21:00,上海,31.2304,121.4737,18.6,79,0.0,0.0,3,6.7
2019-10-09T22:00,上海,31.2304,121.4737,18.5,80,0.0,0.0,3,6.2
2019-10-09T23:00,上海,31.2304,121.4737,18.1,82,0.0,0.0,0,6.8
2019-10-10T00:00,上海,31.2304,121.4737,17.7,83,0.0,0.0,1,7.7
2019-10-10T01:00,上海,31.2304,121.4737,17.2,85,0.0,0.0,1,7.1
2019-10-10T02:00,上海,31.2304,121.4737,17.0,86,0.0,0.0,0,7.2
2019-10-10T03:00,上海,31.2304,121.4737,16.9,87,0.0,0.0,0,7.3
2019-10-10T04:00,上海,31.2304,121.4737,16.8,87,0.0,0.0,0,7.5
2019-10-10T05:00,上海,31.2304,121.4737,16.6,88,0.0,0.0,0,7.4
2019-10-10T06:00,上海,31.2304,121.4737,16.6,88,0.0,0.0,0,7.9
2019-10-10T07:00,上海,31.2304,121.4737,18.5,82,0.0,0.0,0,6.5
2019-10-10T08:00,上海,31.2304,121.4737,21.5,74,0.0,0.0,0,8.4
2019-10-10T09:00,上海,31.2304,121.4737,23.2,68,0.0,0.0,0,11.8
2019-10-10T10:00,上海,31.2304,121.4737,24.4,66,0.0,0.0,0,11.7
2019-10-10T11:00,上海,31.2304,121.4737,25.1,65,0.0,0.0,0,12.0
2019-10-10T12:00,上海,31.2304,121.4737,25.6,65,0.0,0.0,0,11.9
2019-10-10T13:00,上海,31.2304,121.4737,26.1,64,0.0,0.0,0,10.4
2019-10-10T14:00,上海,31.2304,121.4737,26.2,64,0.0,0.0,0,9.8
2019-10-10T15:00,上海,31.2304,121.4737,26.2,65,0.0,0.0,1,10.5
2019-10-10T16:00,上海,31.2304,121.4737,25.5,68,0.0,0.0,0,11.3
2019-10-10T17:00,上海,31.2304,121.4737,23.7,77,0.0,0.0,0,10.1
2019-10-10T18:00,上海,31.2304,121.4737,21.9,81,0.0,0.0,0,11.1
2019-10-10T19:00,上海,31.2304,121.4737,20.9,82,0.0,0.0,0,10.4
2019-10-10T20:00,上海,31.2304,121.4737,20.8,81,0.0,0.0,0,10.0
2019-10-10T21:00,上海,31.2304,121.4737,20.5,82,0.0,0.0,0,9.6
2019-10-10T22:00,上海,31.2304,121.4737,20.2,84,0.0,0.0,0,9.4
2019-10-10T23:00,上海,31.2304,121.4737,20.0,86,0.0,0.0,0,8.7
2019-10-11T00:00,上海,31.2304,121.4737,19.8,89,0.0,0.0,0,7.6
2019-10-11T01:00,上海,31.2304,121.4737,19.5,91,0.0,0.0,0,6.9
2019-10-11T02:00,上海,31.2304,121.4737,19.1,94,0.0,0.0,1,5.4
2019-10-11T03:00,上海,31.2304,121.4737,19.0,95,0.0,0.0,1,5.0
2019-10-11T04:00,上海,31.2304,121.4737,18.6,96,0.0,0.0,0,4.4
2019-10-11T05:00,上海,31.2304,121.4737,18.5,97,0.0,0.0,0,4.7
2019-10-11T06:00,上海,31.2304,121.4737,18.4,98,0.0,0.0,0,4.0
2019-10-11T07:00,上海,31.2304,121.4737,19.7,94,0.0,0.0,0,1.5
2019-10-11T08:00,上海,31.2304,121.4737,22.6,83,0.0,0.0,1,2.3
2019-10-11T09:00,上海,31.2304,121.4737,24.4,75,0.0,0.0,1,2.5
2019-10-11T10:00,上海,31.2304,121.4737,25.6,70,0.0,0.0,3,3.3
2019-10-11T11:00,上海,31.2304,121.4737,25.8,71,0.0,0.0,3,7.2
2019-10-11T12:00,上海,31.2304,121.4737,25.6,73,0.0,0.0,3,10.8
2019-10-11T13:00,上海,31.2304,121.4737,25.0,75,0.0,0.0,3,15.2
2019-10-11T14:00,上海,31.2304,121.4737,25.4,73,0.0,0.0,3,13.6
2019-10-11T15:00,上海,31.2304,121.4737,24.8,77,0.1,0.1,51,15.3
2019-10-11T16:00,上海,31.2304,121.4737,23.1,87,0.2,0.2,51,18.4
2019-10-11T17:00,上海,31.2304,121.4737,22.5,89,0.1,0.1,51,13.5
2019-10-11T18:00,上海,31.2304,121.4737,22.0,90,0.0,0.0,3,8.9
2019-10-11T19:00,上海,31.2304,121.4737,21.6,91,0.0,0.0,1,6.7
2019-10-11T20:00,上海,31.2304,121.4737,20.8,93,0.0,0.0,0,5.9
2019-10-11T21:00,上海,31.2304,121.4737,20.5,93,0.0,0.0,3,4.0
2019-10-11T22:00,上海,31.2304,121.4737,20.5,93,0.0,0.0,3,5.0
2019-10-11T23:00,上海,31.2304,121.4737,20.8,93,0.0,0.0,1,4.7
2019-10-12T00:00,上海,31.2304,121.4737,20.1,95,0.0,0.0,0,5.4
2019-10-12T01:00,上海,31.2304,121.4737,19.6,96,0.0,0.0,1,6.3
2019-10-12T02:00,上海,31.2304,121.4737,19.6,95,0.0,0.0,1,7.4
2019-10-12T03:00,上海,31.2304,121.4737,19.7,94,0.0,0.0,3,8.2
2019-10-12T04:00,上海,31.2304,121.4737,19.9,91,0.0,0.0,3,9.1
2019-10-12T05:00,上海,31.2304,121.4737,20.0,89,0.0,0.0,3,9.0
2019-10-12T06:00,上海,31.2304,121.4737,20.0,89,0.0,0.0,3,7.9
2019-10-12T07:00,上海,31.2304,121.4737,20.5,87,0.0,0.0,3,8.3
2019-10-12T08:00,上海,31.2304,121.4737,22.0,77,0.0,0.0,2,11.0
2019-10-12T09:00,上海,31.2304,121.4737,23.0,69,0.0,0.0,0,13.6
2019-10-12T10:00,上海,31.2304,121.4737,23.5,67,0.0,0.0,1,14.4
2019-10-12T11:00,上海,31.2304,121.4737,24.2,64,0.0,0.0,1,17.0
2019-10-12T12:00,上海,31.2304,121.4737,24.6,61,0.0,0.0,3,18.8
2019-10-12T13:00,上海,31.2304,121.4737,24.5,61,0.0,0.0,3,18.0
2019-10-12T14:00,上海,31.2304,121.4737,24.5,61,0.0,0.0,1,18.4
2019-10-12T15:00,上海,31.2304,121.4737,24.0,61,0.0,0.0,2,19.1
2019-10-12T16:00,上海,31.2304,121.4737,23.1,65,0.0,0.0,0,18.5
2019-10-12T17:00,上海,31.2304,121.4737,22.0,72,0.0,0.0,0,13.7
2019-10-12T18:00,上海,31.2304,121.4737,21.0,78,0.0,0.0,1,12.8
2019-10-12T19:00,上海,31.2304,121.4737,20.8,82,0.0,0.0,1,11.6
2019-10-12T20:00,上海,31.2304,121.4737,20.7,86,0.0,0.0,0,10.1
2019-10-12T21:00,上海,31.2304,121.4737,20.2,90,0.0,0.0,0,9.5
2019-10-12T22:00,上海,31.2304,121.4737,19.9,91,0.0,0.0,0,10.0
2019-10-12T23:00,上海,31.2304,121.4737,19.6,92,0.0,0.0,1,9.4
2019-10-13T00:00,上海,31.2304,121.4737,19.5,91,0.0,0.0,1,9.7
2019-10-13T01:00,上海,31.2304,121.4737,19.4,91,0.0,0.0,1,9.7
2019-10-13T02:00,上海,31.2304,121.4737,19.3,90,0.0,0.0,0,10.5
2019-10-13T03:00,上海,31.2304,121.4737,19.0,90,0.0,0.0,0,10.4
2019-10-13T04:00,上海,31.2304,121.4737,18.9,91,0.0,0.0,0,9.7
2019-10-13T05:00,上海,31.2304,121.4737,18.6,92,0.0,0.0,1,9.3
2019-10-13T06:00,上海,31.2304,121.4737,18.6,92,0.0,0.0,1,8.8
2019-10-13T07:00,上海,31.2304,121.4737,20.0,88,0.0,0.0,1,8.0
2019-10-13T08:00,上海,31.2304,121.4737,21.7,79,0.0,0.0,1,10.5
2019-10-13T09:00,上海,31.2304,121.4737,22.4,73,0.1,0.1,51,10.7
2019-10-13T10:00,上海,31.2304,121.4737,23.4,68,0.0,0.0,3,10.5
2019-10-13T11:00,上海,31.2304,121.4737,23.7,66,0.2,0.2,51,10.0
2019-10-13T12:00,上海,31.2304,121.4737,23.6,67,0.2,0.2,51,10.3
2019-10-13T13:00,上海,31.2304,121.4737,23.5,68,0.1,0.1,51,8.7
2019-10-13T14:00,上海,31.2304,121.4737,23.3,68,0.0,0.0,3,7.2
2019-10-13T15:00,上海,31.2304,121.4737,23.0,70,0.0,0.0,3,8.6
2019-10-13T16:00,上海,31.2304,121.4737,22.8,72,0.0,0.0,3,8.2
2019-10-13T17:00,上海,31.2304,121.4737,21.9,78,0.0,0.0,3,7.5
2019-10-13T18:00,上海,31.2304,121.4737,20.9,84,0.0,0.0,3,7.2
2019-10-13T19:00,上海,31.2304,121.4737,20.5,85,0.0,0.0,3,6.6
2019-10-13T20:00,上海,31.2304,121.4737,20.4,89,0.0,0.0,3,5.1
2019-10-13T21:00,上海,31.2304,121.4737,20.2,91,0.1,0.1,51,8.0
2019-10-13T22:00,上海,31.2304,121.4737,20.0,90,0.2,0.2,51,5.4
2019-10-13T23:00,上海,31.2304,121.4737,20.0,91,0.1,0.1,51,4.6
2019-10-14T00:00,上海,31.2304,121.4737,19.8,92,0.0,0.0,2,5.1
2019-10-14T01:00,上海,31.2304,121.4737,19.5,93,0.0,0.0,3,4.5
2019-10-14T02:00,上海,31.2304,121.4737,19.7,93,0.0,0.0,3,5.8
